"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Horizontal_Distance_To_Fire_Points","Wilderness_Area1","Wilderness_Area2","Wilderness_Area3","Wilderness_Area4","Soil_Type10","Soil_Type12","Soil_Type22","Soil_Type23","Soil_Type29","Soil_Type30","Soil_Type32","Soil_Type33","Cover_Type"
2795,75,11,474,62,780,233,220,2489,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3178,195,20,270,62,2550,212,252,3216,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2884,50,14,134,20,2979,226,209,2608,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2954,113,18,120,28,5515,248,218,1468,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2749,14,10,30,1,2845,210,218,5505,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2662,40,16,216,54,418,220,203,234,0,0,1,0,1,0,0,0,0,0,0,0,"2"
3128,239,14,150,16,1920,194,251,339,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2749,40,8,404,33,1654,221,223,2029,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2887,322,17,108,21,1997,176,222,1880,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3159,203,12,212,27,582,214,251,5059,0,1,0,0,0,0,1,0,0,0,0,0,"2"
2563,346,14,395,42,95,192,217,696,0,0,0,1,0,0,0,0,0,0,0,0,"2"
2724,18,33,541,222,953,174,151,713,0,0,1,0,0,0,0,0,0,0,0,1,"2"
3103,130,20,558,58,1798,248,225,849,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2642,36,6,150,0,1123,220,226,5924,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2791,72,31,175,122,1465,237,164,1050,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3075,214,10,591,88,1521,211,250,552,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3281,18,3,240,38,4860,217,233,685,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3175,117,8,503,134,900,234,233,1415,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2988,98,5,534,3,4446,228,233,3042,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2922,65,7,30,3,5654,227,226,4080,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3162,60,5,371,100,4207,224,229,842,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2801,234,25,295,177,693,170,252,1682,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2922,0,0,120,13,4147,218,238,4273,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2808,228,26,180,27,1388,172,253,1513,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3110,281,15,277,71,1550,178,240,492,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2977,305,9,816,-57,1489,195,235,2037,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3114,190,12,153,26,2017,220,249,495,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2603,73,6,212,52,1170,228,228,433,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2857,335,19,85,13,5696,174,211,4631,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2690,215,25,85,25,1495,188,254,1421,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2819,311,18,242,70,2379,170,225,845,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3193,117,1,433,17,4729,220,237,2295,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2557,101,8,242,31,713,233,230,3517,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2594,8,13,162,16,999,205,214,2371,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2753,8,3,60,-1,2067,216,232,1018,1,0,0,0,0,0,0,1,0,0,0,0,"2"
2775,112,30,60,31,2285,254,192,510,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2678,36,8,379,25,1523,220,221,5989,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3118,214,7,323,76,1570,214,247,553,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2952,253,15,218,49,5145,185,249,1448,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2955,194,14,420,55,5636,217,251,4518,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3271,95,6,212,31,5123,229,231,543,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2837,89,12,42,3,4675,239,220,4666,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3094,239,12,150,9,2329,197,250,342,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2602,40,8,283,50,1260,221,222,1392,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3112,295,12,218,34,1410,185,237,1947,0,0,1,0,0,0,0,1,0,0,0,0,"2"
2861,331,13,684,237,633,189,223,624,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2517,172,7,0,0,390,225,244,470,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2945,349,6,295,13,4546,209,230,1782,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2851,45,14,612,25,930,223,210,1593,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2891,200,19,480,134,1383,209,253,1594,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2985,54,14,607,72,4502,228,209,3101,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3228,69,13,150,20,3356,233,214,3108,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2965,270,6,150,26,5922,205,242,3975,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2824,72,34,90,-20,2069,235,155,1765,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2845,82,9,150,24,2969,233,225,4280,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3157,84,15,601,221,1445,240,214,2592,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2475,214,12,0,0,1549,208,251,1091,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3017,6,7,90,-4,1176,212,226,860,0,0,1,0,0,0,0,1,0,0,0,0,"2"
3015,69,6,170,4,3091,226,228,1704,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2959,90,11,365,17,4463,237,223,1884,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3020,257,11,379,34,1159,195,247,1707,0,0,1,0,0,0,0,0,0,0,1,0,"2"
3185,180,10,242,94,3677,224,247,636,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2754,92,11,376,127,824,237,223,955,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2952,45,13,300,39,4747,223,210,2791,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2810,325,10,30,4,2208,196,230,2714,1,0,0,0,0,0,0,0,0,0,0,0,"2"
3190,270,6,362,35,4790,205,242,2408,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2764,218,32,60,21,2825,167,249,1155,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2743,53,12,162,21,2635,227,214,2154,1,0,0,0,0,1,0,0,0,0,0,0,"2"
3073,98,9,600,-35,6290,235,228,2955,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3104,317,8,228,29,2154,198,233,2297,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2900,27,10,283,33,2885,216,219,2244,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2934,93,4,339,16,3790,226,233,4636,1,0,0,0,0,1,0,0,0,0,0,0,"2"
3047,267,12,218,87,2521,189,245,1144,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2913,149,1,192,-2,4056,221,238,6428,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2936,37,14,488,149,3155,219,208,845,0,0,1,0,1,0,0,0,0,0,0,0,"2"
2924,50,11,618,173,1316,225,215,1604,0,0,1,0,0,0,0,0,0,0,1,0,"2"
3084,55,9,90,13,3798,226,221,1723,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3017,85,8,85,1,3540,232,226,1992,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2871,146,21,30,5,3125,244,232,2789,1,0,0,0,0,0,0,1,0,0,0,0,"2"
2824,31,13,124,33,3396,216,210,5841,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3011,107,13,497,46,5439,241,224,5897,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2695,220,26,283,-19,1360,180,253,1053,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2797,186,23,450,-39,1350,216,249,800,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3061,198,20,182,11,3483,210,253,1154,0,0,1,0,0,0,0,0,0,0,0,1,"2"
3051,354,10,420,11,4943,204,223,400,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2931,145,30,67,-15,426,245,219,1739,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2955,96,7,366,-35,3840,232,229,5743,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2542,83,4,210,0,408,225,233,1205,1,0,0,0,0,0,0,0,0,0,0,0,"2"
3263,270,3,335,-10,920,212,240,3152,0,1,0,0,0,0,0,1,0,0,0,0,"2"
2808,139,14,300,6,849,241,235,2275,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3020,354,14,150,6,3296,196,214,5464,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3076,196,10,90,0,939,218,249,1608,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2770,245,33,190,124,1050,137,244,1531,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2954,77,3,324,43,3576,224,233,2550,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2878,79,13,351,37,1804,237,216,2850,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3187,219,15,285,52,301,203,253,2737,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2497,54,20,90,-7,703,227,194,872,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3039,96,5,218,16,2982,228,233,1302,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2413,277,24,67,27,685,150,237,1448,0,0,0,1,1,0,0,0,0,0,0,0,"2"
3251,11,4,616,74,5642,216,232,2689,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3134,27,15,342,65,4370,212,207,2188,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3004,180,10,631,81,2058,224,247,2525,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2732,23,13,0,0,1560,212,211,2799,1,0,0,0,0,0,0,1,0,0,0,0,"2"
2542,1,33,240,105,671,154,159,1392,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2863,61,12,175,7,3046,230,214,4374,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2875,6,19,270,62,2976,194,201,1855,0,0,1,0,0,0,0,0,0,0,0,1,"2"
3258,309,6,210,31,4814,203,236,993,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2986,329,7,228,19,1800,204,232,700,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2994,10,11,335,62,1738,209,219,2431,0,0,1,0,0,0,0,0,0,0,0,1,"2"
3259,74,12,297,30,5579,234,217,1101,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2896,341,24,30,12,162,164,198,42,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2936,102,7,371,-22,4115,232,231,5809,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2597,326,30,426,205,603,132,191,1092,0,0,0,1,1,0,0,0,0,0,0,0,"2"
3035,68,11,365,66,5346,232,218,953,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2637,354,10,366,12,1001,204,223,1566,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3151,117,13,319,80,120,242,227,977,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2697,190,20,180,1,2455,216,251,1800,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2575,333,6,0,0,834,205,232,2155,1,0,0,0,0,0,0,0,0,0,0,0,"2"
3012,26,16,361,57,4602,211,204,895,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2968,133,9,150,1,4668,234,236,1749,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2766,30,10,30,2,3132,217,218,808,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3019,143,16,484,80,497,241,235,1964,0,0,1,0,0,0,0,0,0,0,0,1,"2"
3137,248,9,297,40,5704,200,247,2792,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2831,159,11,30,0,5622,231,242,4602,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2656,20,20,42,6,1744,202,194,6810,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2661,54,22,153,82,1207,227,189,920,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2768,33,10,150,57,1358,218,218,2142,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2832,53,10,430,-2,987,226,218,2382,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2985,167,17,30,3,3415,231,244,6004,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3122,235,11,212,6,1978,200,250,2620,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2517,338,27,360,80,626,153,192,1273,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2881,141,12,90,4,579,238,237,1832,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2792,157,10,85,15,3079,232,242,5808,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2638,16,31,60,32,2130,177,158,7145,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3042,188,16,242,25,1542,219,250,509,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2962,280,12,0,0,1199,186,241,361,0,0,1,0,0,0,0,1,0,0,0,0,"2"
3025,225,1,256,4,1323,218,239,1275,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2520,60,27,201,79,842,229,172,875,0,0,1,0,1,0,0,0,0,0,0,0,"2"
2938,272,9,85,8,2542,197,243,577,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2820,25,8,424,36,1704,216,223,1230,1,0,0,0,0,1,0,0,0,0,0,0,"2"
3172,359,11,182,-13,1499,204,220,815,0,1,0,0,0,0,0,0,0,0,1,0,"2"
2774,96,10,362,44,2755,236,226,1905,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2960,80,16,268,72,1908,240,210,1167,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2770,349,9,60,13,566,204,225,2818,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3188,218,16,469,82,5706,200,254,1242,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2577,127,12,67,13,964,240,232,361,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3031,142,11,774,-81,5933,236,237,3163,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2848,66,8,180,52,713,228,225,789,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2951,11,28,150,92,485,178,171,3007,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3046,171,6,488,-12,201,224,243,1361,0,0,1,0,0,0,0,1,0,0,0,0,"2"
2620,341,9,285,-26,390,201,226,1597,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2908,41,9,60,5,3445,221,220,4163,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2998,76,12,350,-2,3293,235,217,5626,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2906,0,9,42,6,4503,208,224,5956,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2978,72,10,659,83,1168,231,221,1736,0,0,1,0,0,0,0,0,0,0,1,0,"2"
3095,14,4,391,26,834,216,231,3059,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3038,83,9,400,69,5361,233,224,994,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3244,6,9,430,96,892,210,223,2051,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2895,308,22,120,27,1020,155,220,807,0,0,1,0,0,0,0,1,0,0,0,0,"2"
2902,67,8,277,17,2053,228,224,938,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2929,11,4,124,13,4625,216,232,6044,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2809,340,28,30,15,4490,150,187,5002,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3280,90,24,750,99,1676,248,194,2464,0,1,0,0,0,0,0,0,0,0,0,1,"2"
2880,102,16,60,14,3042,245,218,2047,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2987,246,24,30,12,2742,162,250,190,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2839,236,19,638,92,3979,184,253,1548,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3115,22,19,967,246,2736,204,195,2075,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2843,302,23,0,0,4220,150,222,626,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2782,21,18,242,44,997,206,200,1856,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2965,302,14,750,-10,5544,179,233,1804,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2651,336,30,42,-6,1237,141,185,2554,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2785,332,14,134,36,3390,187,222,5911,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2754,11,12,134,16,631,207,215,2316,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3127,139,25,134,11,1084,248,222,1019,0,0,1,0,0,0,1,0,0,0,0,0,"2"
2620,43,22,124,4,1176,218,186,430,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2963,138,16,716,84,2833,243,233,1813,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2934,15,16,216,11,417,204,206,1463,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2903,340,15,42,9,547,186,216,1742,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2788,357,16,192,68,1731,193,210,3168,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2913,68,5,0,0,3177,225,230,2325,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2911,85,3,268,24,4096,223,234,3705,1,0,0,0,0,1,0,0,0,0,0,0,"2"
3007,54,8,351,55,4309,225,222,1972,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3221,15,17,570,145,983,202,202,1953,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2939,124,2,30,0,1323,222,237,466,0,0,1,0,0,0,0,1,0,0,0,0,"2"
3004,158,8,201,22,4987,229,242,5132,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2708,168,18,30,2,3007,231,244,1888,1,0,0,0,0,0,0,0,0,0,0,0,"2"
2541,119,8,0,0,268,235,233,1836,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2867,234,40,247,46,947,126,239,295,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2605,184,13,42,5,3077,222,248,2151,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2600,49,14,124,0,247,225,208,1319,1,0,0,0,0,0,0,0,0,0,0,0,"2"
3302,106,29,730,124,1761,254,192,2461,0,1,0,0,0,0,0,0,0,0,0,1,"2"
3000,293,7,510,-34,1641,200,239,1895,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2962,34,5,270,43,4761,219,228,6011,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2918,189,14,560,118,2499,220,250,1765,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2684,171,17,153,66,1198,229,246,2277,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2881,107,11,524,135,1140,238,227,2711,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2848,69,31,124,67,2188,235,163,1906,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3273,138,6,120,6,5055,230,238,466,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2946,171,17,90,6,2254,229,246,2938,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3139,83,19,212,60,1231,243,205,1660,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3052,82,7,95,9,1521,230,228,2822,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2804,26,22,150,20,2382,203,186,1406,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2828,93,9,420,26,902,235,226,2347,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2737,15,7,42,0,1142,214,226,2274,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2882,55,19,390,59,2672,228,196,3056,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2956,42,12,390,155,3698,222,213,2397,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3011,27,15,170,16,3814,212,206,2471,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3193,140,16,430,91,297,242,234,4468,0,1,0,0,0,0,1,0,0,0,0,0,"2"
2727,50,7,30,-2,201,224,225,2419,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2758,5,23,192,48,1421,183,188,2029,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2839,202,29,481,-97,3453,193,250,1531,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2793,116,11,85,25,3037,240,229,5802,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2961,12,10,361,40,1579,210,219,418,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2704,2,15,324,92,2470,198,211,1445,0,0,1,0,1,0,0,0,0,0,0,0,"2"
2802,142,18,0,0,2192,243,233,1518,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2788,128,31,108,46,3590,252,204,5783,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3167,48,11,60,2,5387,224,216,2046,1,0,0,0,0,0,0,1,0,0,0,0,"2"
2842,94,15,85,10,2448,242,217,2270,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3307,196,10,569,93,900,218,249,2674,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2968,207,3,255,52,5152,217,242,4362,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2618,128,17,85,20,524,246,227,1458,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2633,259,19,60,16,1253,172,247,1559,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2779,248,31,134,64,1589,141,245,1593,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3073,115,14,134,38,4920,244,225,175,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3021,260,12,618,33,5815,191,246,4564,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3048,94,24,242,-25,636,249,197,1725,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2714,219,16,30,-5,792,199,254,618,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3070,126,7,342,11,350,232,236,1480,0,0,1,0,0,0,0,1,0,0,0,0,"2"
2819,289,16,95,21,2305,173,236,2145,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3039,36,6,497,59,1328,220,226,2480,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2691,187,23,242,80,1861,216,249,1476,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3201,50,13,170,2,1473,225,212,524,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2675,249,26,256,130,1148,156,248,1380,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2745,331,16,60,10,1177,180,218,2393,0,0,1,0,0,0,0,0,0,0,0,1,"2"
3149,82,7,270,87,4063,230,228,771,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2769,98,10,90,14,1803,237,225,2758,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3083,322,13,421,-37,2151,186,226,2489,0,0,1,0,0,0,0,0,0,0,1,0,"2"
3010,8,21,127,27,1528,192,195,1463,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2919,195,27,124,28,1907,203,250,2185,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2837,306,13,277,-46,1395,183,232,1380,0,0,1,0,0,0,0,1,0,0,0,0,"2"
3008,211,13,532,89,5649,209,252,3308,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2791,95,16,90,6,3092,244,215,6428,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2831,56,12,150,20,3606,228,214,6291,1,0,0,0,0,0,0,0,0,0,0,0,"2"
3024,121,17,446,118,4285,246,225,4805,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2951,5,8,175,12,1892,210,225,2697,0,0,1,0,0,0,0,1,0,0,0,0,"2"
2959,5,14,730,164,2838,201,212,1434,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2714,144,17,127,29,1728,242,235,2617,1,0,0,0,0,0,0,0,0,1,0,0,"2"
3153,159,19,711,-53,499,237,239,1830,0,0,1,0,0,0,0,0,0,0,0,1,"2"
2608,90,10,420,69,1410,236,224,1772,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3242,248,8,592,8,469,202,247,696,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2829,111,16,467,80,3171,246,221,2649,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2936,47,9,400,23,4094,223,221,5835,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2659,341,19,30,11,1947,178,209,5063,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2779,144,15,90,16,1320,240,236,1742,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3078,29,5,306,23,2769,218,229,1679,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2832,59,7,201,41,2431,226,226,3254,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2697,169,2,420,0,883,221,240,1632,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2996,177,4,402,108,5349,222,242,911,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2822,52,19,391,76,1641,226,196,1499,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2461,76,18,30,1,805,240,203,485,0,0,0,1,1,0,0,0,0,0,0,0,"2"
3067,67,13,210,26,6669,232,215,2837,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2805,30,16,30,0,2658,214,204,3918,1,0,0,0,0,0,0,1,0,0,0,0,"2"
3055,302,9,459,31,759,196,236,940,0,1,0,0,0,0,1,0,0,0,0,0,"2"
2477,300,32,60,36,426,115,208,1003,0,0,0,1,1,0,0,0,0,0,0,0,"2"
2998,135,3,150,13,5038,224,238,5086,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2982,45,15,466,88,4366,223,206,2024,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3135,105,11,351,89,300,238,227,1804,1,0,0,0,0,0,0,1,0,0,0,0,"2"
2896,124,19,162,50,2118,248,223,1328,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2940,114,10,371,76,3296,238,230,2307,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2855,55,12,247,26,1426,227,215,2039,0,0,1,0,0,0,0,0,0,0,0,0,"2"
3098,303,8,60,10,4710,198,236,2529,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3109,183,9,270,0,6567,223,247,2676,1,0,0,0,0,0,0,0,1,0,0,0,"2"
3083,21,6,361,49,2750,216,227,1442,0,0,1,0,0,0,0,0,0,0,1,0,"2"
3121,90,21,30,0,1437,247,202,1326,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2974,263,17,228,8,2982,177,246,2028,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2968,101,4,300,71,4002,226,234,5281,1,0,0,0,0,1,0,0,0,0,0,0,"2"
2847,157,20,362,171,2522,237,239,841,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2791,167,15,134,38,3236,231,244,3003,1,0,0,0,0,0,0,0,0,1,0,0,"2"
2988,110,14,234,21,1326,244,223,1987,0,0,1,0,0,0,1,0,0,0,0,0,"2"
3170,336,9,1230,301,2965,199,227,1965,0,0,1,0,0,0,0,0,0,0,1,0,"2"
2681,134,20,90,8,1947,247,226,5229,1,0,0,0,0,0,0,0,1,0,0,0,"2"
2942,251,35,361,191,2525,124,239,819,0,0,1,0,0,0,0,0,0,0,0,0,"2"
2978,259,13,42,7,2704,188,247,797,0,0,1,0,0,0,0,0,0,0,0,1,"2"
