"Elevation","Aspect","Slope","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Horizontal_Distance_To_Fire_Points","Wilderness_Area1","Wilderness_Area2","Wilderness_Area3","Wilderness_Area4","Soil_Type10","Soil_Type12","Soil_Type22","Soil_Type23","Soil_Type29","Soil_Type30","Soil_Type32","Soil_Type33","Cover_Type","Cover_Type"
2724,140,12,2561,238,236,1061,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2340,309,29,1148,131,208,1092,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2113,42,32,218,207,155,774,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2290,349,30,1233,151,176,691,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2564,139,9,1802,234,238,1872,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2339,160,13,658,233,242,755,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2097,59,26,693,229,175,811,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2377,27,14,999,213,209,1289,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2025,348,18,108,185,209,767,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2302,155,16,108,237,240,175,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2806,122,19,2754,248,222,1910,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2275,319,28,955,137,201,270,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2321,269,25,990,146,239,258,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2180,324,21,618,161,212,926,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2653,200,30,1947,193,249,1600,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2557,349,11,899,200,222,1095,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2681,154,13,2215,235,241,2436,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2706,125,8,2420,234,235,960,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2264,111,21,834,250,213,553,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2343,38,10,417,220,217,553,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2455,69,20,693,237,197,426,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2474,95,28,800,251,187,1260,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2154,67,28,780,235,171,819,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2415,180,27,560,218,244,1167,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2290,355,15,966,195,213,242,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2497,142,25,335,247,225,1142,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2073,356,21,255,181,196,258,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2614,22,12,725,212,214,1302,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2453,131,20,1129,248,225,1276,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2261,328,20,992,168,213,1302,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2364,86,3,525,224,234,1337,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2162,63,30,466,230,164,430,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2162,32,29,690,200,165,437,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2186,350,23,582,172,194,648,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2064,204,10,592,215,249,834,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2233,335,39,1507,107,159,957,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2458,12,23,671,190,186,1148,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2158,29,31,1379,193,156,1337,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2425,86,14,930,240,216,1224,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2586,216,11,2512,209,250,604,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2203,319,20,1296,163,217,1015,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2468,23,27,569,193,171,1087,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2216,29,33,726,189,151,395,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2536,166,25,480,231,239,1298,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2506,62,14,888,231,211,1249,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2624,337,8,660,203,229,953,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2290,352,18,693,185,205,576,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2480,90,9,459,233,227,1784,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2445,153,12,875,234,241,1131,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2677,132,6,1879,229,237,1836,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2253,341,37,612,121,161,247,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2333,44,14,371,222,209,631,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2384,350,11,1507,200,221,735,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2710,161,11,604,231,243,162,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2084,80,21,242,243,197,458,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2604,190,5,1549,220,244,1634,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2325,126,18,1136,247,226,1022,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2376,265,24,382,151,242,721,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2034,329,35,120,116,175,541,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2618,248,19,2177,177,250,361,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2234,88,39,469,244,149,371,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2077,291,30,85,124,219,900,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2335,315,3,525,210,236,658,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2325,260,13,90,187,247,470,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
1957,77,27,240,242,179,1019,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2477,133,23,351,249,222,1168,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2769,127,9,2347,236,234,2290,0,0,1,0,0,0,0,0,0,0,1,0,"3","3"
2296,98,16,134,244,216,247,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2115,155,12,362,234,241,576,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2566,204,29,1851,190,250,391,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2410,81,11,973,235,221,979,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2405,264,18,391,173,246,876,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2569,230,41,1994,127,238,285,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2729,121,11,626,239,231,313,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2183,318,28,1015,137,203,819,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2207,84,26,1422,246,187,256,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2325,112,13,192,242,226,1116,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2619,188,11,1616,221,248,819,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2346,49,22,450,223,186,553,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2547,97,27,395,251,191,1294,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2621,5,10,1790,208,221,845,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2362,40,28,255,210,168,700,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2263,230,36,594,142,245,849,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2587,186,35,2496,202,240,938,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2558,220,30,1774,169,251,459,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2047,335,21,591,168,207,371,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2162,139,28,1441,248,219,270,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2434,145,19,1165,243,233,1338,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2519,171,9,932,226,244,942,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2682,61,11,997,229,218,1063,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2032,58,29,362,227,166,210,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2329,137,31,841,249,212,782,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2291,116,8,60,235,232,900,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2320,330,10,1249,196,228,1155,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2461,149,25,1230,243,229,1290,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2507,4,10,1201,207,221,918,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2771,87,17,2908,243,209,1325,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2223,330,27,1354,146,195,899,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2232,340,18,1283,179,211,979,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2321,356,18,534,188,205,624,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2297,358,25,1146,174,187,175,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2072,71,23,306,238,188,451,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2648,170,11,582,228,245,1452,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2543,157,16,1181,236,241,1944,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2237,10,34,1595,162,150,907,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2231,5,19,1173,192,199,342,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2573,109,31,1572,254,189,1195,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2121,52,27,418,222,170,474,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2567,137,8,1328,233,237,1323,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2360,27,10,1315,216,219,618,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2548,156,17,1036,237,239,1572,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2663,157,16,1019,236,241,601,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2404,50,21,745,224,189,864,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2502,31,4,768,219,230,488,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2342,329,28,1343,142,194,918,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2425,185,10,969,222,248,1304,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2282,356,22,342,179,195,443,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2246,230,35,573,145,246,865,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2295,345,29,983,150,180,1260,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2493,101,14,1065,243,220,618,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2650,133,19,684,246,227,492,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2232,338,26,799,154,193,324,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2561,113,5,1793,230,234,1875,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2081,157,43,484,225,205,313,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2336,282,22,742,155,235,1500,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2249,293,27,534,135,222,400,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2582,226,24,932,180,254,1537,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2461,358,14,999,197,212,931,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2305,95,23,85,249,199,1050,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2312,111,26,300,253,202,876,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2466,203,27,1328,195,252,900,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2258,300,23,541,151,224,379,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2400,246,22,600,168,250,1095,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2212,358,23,984,179,192,323,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2378,67,20,170,236,195,902,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2240,223,29,350,170,252,576,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2487,190,22,2042,215,250,306,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2752,348,6,1482,209,231,1966,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2522,197,18,1100,213,252,1666,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2423,136,14,900,240,234,1302,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2499,76,32,1100,239,162,864,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2465,349,12,450,198,220,1854,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2530,92,33,1200,249,169,484,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2411,171,18,594,229,245,808,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2217,293,34,618,106,210,1506,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2294,120,29,1575,254,203,67,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2451,148,11,700,234,239,708,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2600,325,26,350,147,202,939,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2496,180,18,1149,224,248,1120,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2598,124,17,400,246,226,362,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2527,135,5,842,227,238,1224,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2399,23,22,534,201,188,999,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2492,143,27,664,246,223,811,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2555,217,31,1570,170,250,702,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2633,338,11,741,196,225,924,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2340,316,22,1019,158,216,1226,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2334,319,33,842,116,189,1507,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2206,145,13,95,238,238,283,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2179,324,14,1237,183,224,1068,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2303,318,28,1260,137,203,674,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2603,113,32,446,254,189,1380,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2572,219,6,859,213,246,1358,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2482,115,22,467,252,212,957,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2229,315,10,552,194,232,192,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2564,121,30,573,254,201,1323,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2521,121,15,1333,244,227,1451,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2281,351,21,319,177,198,430,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2437,6,20,1657,192,198,295,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2604,152,10,755,233,240,1452,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2588,173,21,1400,228,245,391,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2423,276,36,339,105,222,319,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2045,323,12,301,188,227,285,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2324,151,6,175,228,240,560,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2352,326,22,95,162,210,488,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2475,294,19,240,164,232,1740,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2741,176,13,2846,226,247,1321,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2564,206,13,916,211,252,957,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2126,102,23,418,251,202,497,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2412,193,30,446,201,247,1194,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2536,171,12,1040,228,245,1181,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2433,178,24,1155,222,246,1091,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2499,342,9,510,202,227,1490,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2302,260,36,366,113,232,1416,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2344,136,25,1224,249,221,962,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2561,206,16,1291,208,253,2006,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2486,19,25,684,192,178,1182,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2778,128,11,854,238,233,607,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2367,43,13,382,222,212,454,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
1927,350,28,60,158,181,402,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2348,344,10,351,201,225,902,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2402,349,11,845,200,222,437,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2296,304,26,1411,141,217,794,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2572,116,19,845,249,219,1284,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2575,194,16,1294,216,251,1020,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2384,29,12,1205,216,214,700,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2025,92,46,150,239,126,361,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2125,336,15,1142,187,219,484,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2536,142,8,853,232,238,1173,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2262,38,21,553,215,188,618,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2558,212,33,1722,172,249,366,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2227,271,38,1371,97,221,1020,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2739,99,24,2363,251,200,2274,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2333,225,26,564,175,253,1806,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2423,272,6,845,204,242,1276,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2175,217,12,277,208,251,469,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2639,162,3,890,222,240,979,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2262,13,15,426,204,208,488,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2773,53,10,2473,226,219,2166,0,0,1,0,0,0,0,0,0,0,1,0,"3","3"
2086,57,27,150,226,171,510,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2114,257,33,379,127,238,511,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2497,164,18,2042,233,243,127,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2201,232,34,474,145,246,914,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2078,144,34,450,244,211,331,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2160,21,17,492,207,202,759,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2252,5,23,883,184,190,361,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2017,91,22,418,247,199,30,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2491,230,15,726,196,252,960,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2355,344,31,1074,142,175,1282,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2545,144,25,1183,246,226,509,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2094,334,30,633,138,185,417,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2628,236,16,1442,191,252,1316,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2487,107,30,518,254,189,942,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2207,335,22,900,164,204,1406,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2171,353,34,1348,142,161,1277,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2514,114,9,277,235,232,510,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2498,334,6,765,206,232,454,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2605,75,21,972,240,197,967,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2316,344,16,382,185,213,513,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2112,63,34,212,227,150,558,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2580,256,12,2385,193,247,470,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2274,208,17,1053,207,253,351,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2089,315,7,255,202,235,658,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2570,125,18,765,247,224,1064,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2111,258,38,391,107,230,537,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2115,346,14,703,191,217,531,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2556,318,7,1950,202,234,700,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2279,353,16,939,191,211,240,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2409,123,8,1253,234,234,757,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2225,347,31,716,146,173,319,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2623,331,13,691,189,223,876,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2613,191,15,1588,218,250,824,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2637,336,11,782,194,225,932,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2053,78,21,541,242,198,153,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2345,66,18,170,234,200,721,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2011,286,10,457,191,240,421,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2344,17,33,1320,175,154,908,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2650,357,4,684,213,232,1082,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2636,157,23,1640,239,236,2631,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2762,128,9,895,235,235,560,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2521,221,18,1113,195,254,1438,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2299,307,26,531,141,215,691,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2318,64,27,1500,233,176,150,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2318,4,28,1218,172,175,1332,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2451,86,23,792,246,195,1209,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2510,151,6,967,228,240,886,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2188,115,16,134,245,223,421,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2474,55,9,150,226,221,1243,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2599,166,8,1584,227,243,1723,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2472,79,22,459,243,194,1431,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2067,120,29,277,254,201,481,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2531,197,31,1499,196,248,451,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2079,306,28,212,133,212,661,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2190,352,23,212,173,194,553,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2191,11,33,1343,166,155,1101,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2442,308,31,390,120,203,700,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2500,57,11,319,228,216,1181,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2452,107,16,421,245,220,882,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2593,117,10,1492,237,231,1146,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2161,320,15,967,181,225,834,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2447,61,26,1471,231,178,497,0,0,1,0,1,0,0,0,0,0,0,0,"3","3"
2383,82,16,592,240,211,1343,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2332,329,17,1333,177,217,524,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2445,2,23,691,183,191,1248,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2100,334,29,360,142,188,404,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2571,156,18,514,238,239,558,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2372,8,7,1365,212,226,644,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2400,94,20,648,247,205,638,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2596,120,5,2560,229,235,626,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2473,86,15,792,240,215,1167,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2479,69,12,768,233,215,1189,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2660,149,14,1638,237,239,190,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2317,286,18,573,166,236,741,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2269,309,21,960,157,221,1277,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2290,316,33,1362,117,192,872,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2323,40,16,180,220,204,1604,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2600,231,10,2317,205,249,400,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2264,292,19,365,162,232,698,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2604,92,7,1632,231,229,1020,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2050,60,25,541,230,180,679,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2137,263,23,402,156,244,722,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2079,273,28,661,137,235,607,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2019,48,19,360,223,194,446,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2617,133,10,1632,237,235,1148,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2559,172,31,390,223,236,1052,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2377,96,6,1376,231,231,531,0,0,0,1,0,0,0,0,0,0,0,0,"3","3"
2477,133,26,420,250,218,1148,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2587,106,13,1018,242,224,742,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2573,115,14,1493,243,226,1201,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2258,301,29,525,127,213,1465,0,0,0,1,1,0,0,0,0,0,0,0,"3","3"
2690,167,13,977,230,244,510,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2589,344,12,474,195,220,834,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
2600,137,17,424,244,231,402,0,0,1,0,0,0,0,0,0,0,0,0,"3","3"
